Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2019,Germany,Google,Frontend Developer,Senior,86896,56,Yes,8,35
2019,Australia,Wipro,Backend Developer,Senior,95055,57,No,9,45
2019,USA,Wipro,Mobile Developer,Mid,126897,54,Yes,6,46
2011,Australia,Accenture,Mobile Developer,Senior,90535,93,No,5,48
2017,Australia,Wipro,Mobile Developer,Mid,96741,51,Yes,6,36
2015,Germany,TCS,Backend Developer,Junior,87181,58,No,5,53
2015,India,Accenture,Data Scientist,Mid,24741,84,Yes,8,53
2015,Australia,Wipro,Data Scientist,Mid,103876,89,Yes,7,42
2019,Canada,IBM,Data Scientist,Senior,94495,82,No,8,35
2011,Australia,Amazon,Frontend Developer,Junior,79862,78,No,9,50
2013,Australia,Netflix,Data Scientist,Mid,96533,90,Yes,5,53
2013,USA,Netflix,Data Scientist,Mid,101236,91,No,9,40
2013,India,Wipro,Backend Developer,Mid,22693,58,Yes,6,44
2013,Canada,Amazon,Backend Developer,Senior,92573,63,No,8,37
2019,Germany,Accenture,Data Scientist,Junior,114568,84,No,6,40
2015,UK,Microsoft,Full Stack Developer,Junior,99124,71,Yes,6,50
2015,Australia,Accenture,Full Stack Developer,Junior,98794,92,Yes,7,51
2017,UK,Infosys,Backend Developer,Mid,93569,74,No,8,37
2015,Australia,IBM,Frontend Developer,Junior,100652,89,Yes,6,36
2011,UK,Amazon,Backend Developer,Senior,61935,72,No,9,53
2011,Germany,Amazon,Full Stack Developer,Senior,65830,68,No,7,55
2017,Australia,Google,Data Scientist,Mid,97012,94,No,7,47
2019,Australia,Infosys,Full Stack Developer,Senior,111024,60,Yes,8,44
2017,Germany,Infosys,Full Stack Developer,Mid,112473,81,Yes,8,55
2015,Canada,Meta,Mobile Developer,Mid,74981,71,No,10,41
2015,Canada,Netflix,Full Stack Developer,Senior,99423,83,No,9,52
2019,Germany,Netflix,Data Scientist,Senior,104441,76,Yes,10,48
2019,UK,TCS,Mobile Developer,Junior,89374,89,No,7,42
2017,USA,Wipro,Data Scientist,Junior,105645,77,Yes,10,51
2017,Australia,Amazon,Full Stack Developer,Mid,85222,83,No,9,48
2011,Australia,Amazon,Backend Developer,Junior,74004,70,No,6,47
2019,India,Meta,Backend Developer,Senior,30200,74,No,7,36
2017,UK,Amazon,Full Stack Developer,Junior,70168,72,No,6,45
2013,India,Netflix,Mobile Developer,Mid,18956,83,Yes,6,40
2013,USA,Wipro,Frontend Developer,Mid,133491,78,Yes,5,44
2017,Germany,Wipro,Full Stack Developer,Senior,102564,91,No,9,42
2019,UK,IBM,Frontend Developer,Senior,109283,79,No,6,45
2017,Germany,Netflix,Mobile Developer,Junior,88967,76,Yes,5,36
2017,India,Google,Full Stack Developer,Junior,36375,55,No,9,54
2015,Germany,Netflix,Mobile Developer,Junior,100804,50,No,9,37
2017,India,TCS,Backend Developer,Junior,35055,71,No,5,43
2011,Australia,Meta,Backend Developer,Senior,78729,70,Yes,10,45
2013,India,Netflix,Data Scientist,Junior,19702,50,No,8,36
2017,USA,Amazon,Frontend Developer,Junior,96190,77,No,9,51
2017,Germany,Accenture,Full Stack Developer,Mid,88861,56,No,9,49
2015,Australia,Amazon,Full Stack Developer,Junior,87663,59,Yes,5,39
2019,UK,Microsoft,Mobile Developer,Senior,82111,64,No,10,35
2017,Canada,Infosys,Data Scientist,Mid,75033,54,No,9,35
2017,USA,Meta,Backend Developer,Senior,124430,68,No,7,41
2015,India,IBM,Frontend Developer,Mid,26799,66,Yes,5,48
2015,Australia,Meta,Backend Developer,Mid,95066,78,Yes,6,45
2013,India,Amazon,Mobile Developer,Senior,20697,93,No,9,39
2015,India,TCS,Full Stack Developer,Junior,30768,63,Yes,5,55
2017,Canada,Microsoft,Frontend Developer,Senior,106046,91,No,9,40
2015,USA,Google,Mobile Developer,Senior,102809,93,No,8,55
2015,Australia,TCS,Frontend Developer,Mid,96561,57,No,7,52
2013,India,Microsoft,Mobile Developer,Senior,20803,66,No,6,50
2019,India,Netflix,Full Stack Developer,Mid,36449,89,No,6,39
2019,India,Google,Frontend Developer,Senior,42100,62,No,8,49
2015,Canada,IBM,Mobile Developer,Mid,81753,80,No,8,43
2013,Germany,Infosys,Full Stack Developer,Mid,66368,76,Yes,7,45
2015,USA,Accenture,Full Stack Developer,Junior,121533,53,Yes,9,36
2013,India,Amazon,Full Stack Developer,Mid,24361,58,No,8,39
2015,UK,Amazon,Mobile Developer,Mid,98435,55,No,5,37
2013,Canada,Google,Frontend Developer,Junior,94917,77,No,6,42
2011,Canada,Netflix,Backend Developer,Senior,75804,81,No,9,49
2019,India,TCS,Frontend Developer,Junior,42790,69,No,7,42
2013,Australia,IBM,Mobile Developer,Senior,84155,64,No,5,50
2015,Germany,Amazon,Full Stack Developer,Mid,107455,83,No,10,41
2017,USA,Infosys,Backend Developer,Mid,102716,83,No,8,51
2015,Canada,Accenture,Full Stack Developer,Junior,84312,89,No,10,52
2011,Australia,IBM,Full Stack Developer,Junior,67494,64,Yes,10,52
2017,Canada,Infosys,Mobile Developer,Senior,97463,69,Yes,10,54
2017,Canada,Microsoft,Frontend Developer,Junior,107324,65,Yes,8,40
2017,India,Netflix,Frontend Developer,Mid,38988,68,No,8,39
2011,Australia,Amazon,Full Stack Developer,Junior,96811,52,Yes,7,37
2015,Germany,Netflix,Mobile Developer,Senior,96516,68,No,9,45
2015,Canada,TCS,Frontend Developer,Junior,86401,67,Yes,5,47
2011,USA,Accenture,Data Scientist,Senior,72775,91,Yes,6,51
2011,USA,TCS,Frontend Developer,Mid,94364,54,No,6,40
2015,India,Meta,Backend Developer,Senior,31603,73,Yes,7,40
2017,USA,Google,Frontend Developer,Mid,100538,83,Yes,6,36
2017,USA,Netflix,Mobile Developer,Mid,124965,95,No,6,39
2011,India,Accenture,Backend Developer,Senior,14214,52,No,9,52
2013,UK,Netflix,Frontend Developer,Senior,74619,90,No,10,41
2015,India,IBM,Data Scientist,Senior,24696,60,No,8,50
2017,Canada,Wipro,Data Scientist,Senior,88862,56,No,5,50
2019,Canada,Netflix,Full Stack Developer,Mid,92568,63,Yes,10,38
2011,Germany,Accenture,Backend Developer,Senior,61480,73,No,7,50
2013,India,Google,Full Stack Developer,Junior,13847,77,Yes,9,48
2019,India,Microsoft,Mobile Developer,Senior,38886,77,Yes,6,41
2011,USA,Accenture,Backend Developer,Mid,129302,72,Yes,10,42
2019,UK,Google,Data Scientist,Junior,84866,93,Yes,8,49
2015,Canada,Microsoft,Full Stack Developer,Mid,98169,82,Yes,6,38
2019,UK,Infosys,Mobile Developer,Senior,106283,61,No,9,55
2019,Canada,Meta,Frontend Developer,Mid,107393,60,No,6,47
2017,Canada,Accenture,Data Scientist,Senior,103634,70,Yes,6,48
2013,UK,IBM,Backend Developer,Senior,68699,83,Yes,5,53
2019,Canada,Microsoft,Frontend Developer,Mid,91581,70,No,9,41
2013,Germany,IBM,Backend Developer,Mid,78297,51,No,7,52
2015,USA,Accenture,Mobile Developer,Mid,97161,77,Yes,10,54
2013,Canada,Accenture,Frontend Developer,Junior,93295,62,Yes,7,51
2011,UK,Netflix,Full Stack Developer,Mid,72061,82,Yes,9,53
2017,India,Netflix,Backend Developer,Senior,38466,71,Yes,7,44
2017,Canada,Google,Full Stack Developer,Junior,75891,50,Yes,8,35
2015,USA,Accenture,Mobile Developer,Senior,136311,67,No,10,50
2019,Canada,IBM,Frontend Developer,Mid,87724,66,No,9,40
2017,Australia,Wipro,Backend Developer,Senior,100328,55,No,8,43
2013,USA,Infosys,Data Scientist,Junior,97081,70,No,5,53
2013,Germany,Infosys,Frontend Developer,Senior,102585,84,No,6,53
2017,Canada,Wipro,Data Scientist,Mid,91644,76,Yes,6,54
2017,Germany,Amazon,Data Scientist,Junior,95465,68,Yes,8,55
2015,Germany,Wipro,Full Stack Developer,Senior,101364,55,No,6,44
2011,Germany,Meta,Mobile Developer,Junior,76260,70,Yes,6,52
2011,India,Meta,Data Scientist,Senior,17526,86,Yes,6,36
2019,Germany,Accenture,Data Scientist,Senior,90721,71,Yes,5,53
2019,Australia,IBM,Full Stack Developer,Senior,115888,60,No,7,37
2019,Canada,Wipro,Mobile Developer,Mid,81487,90,Yes,8,50
2011,Germany,Infosys,Backend Developer,Senior,73022,86,Yes,8,52
2019,India,Meta,Backend Developer,Junior,31999,63,No,9,44
2019,Australia,Amazon,Full Stack Developer,Senior,94373,76,Yes,5,50
2017,UK,Microsoft,Frontend Developer,Mid,71716,93,No,10,43
2017,India,IBM,Frontend Developer,Senior,23348,91,Yes,10,55
2013,Australia,Netflix,Full Stack Developer,Senior,92725,76,Yes,10,47
2011,USA,Meta,Data Scientist,Mid,71457,94,No,6,40
2011,India,Wipro,Frontend Developer,Mid,11056,93,Yes,7,47
2015,UK,Wipro,Backend Developer,Senior,90635,85,No,10,42
2017,UK,Meta,Frontend Developer,Mid,103850,69,Yes,9,46
2011,Germany,Google,Frontend Developer,Mid,88202,75,Yes,5,53
2011,Germany,Accenture,Data Scientist,Mid,77204,88,Yes,10,41
2013,UK,Infosys,Backend Developer,Junior,75517,72,No,7,52
2011,India,Microsoft,Frontend Developer,Junior,9262,92,Yes,8,46
2017,UK,IBM,Frontend Developer,Mid,70277,53,No,8,52
2017,UK,Accenture,Data Scientist,Senior,68762,53,No,6,44
2017,Germany,Wipro,Mobile Developer,Junior,107162,91,Yes,7,47
2019,Canada,Wipro,Frontend Developer,Senior,111749,91,No,9,47
2011,Canada,IBM,Backend Developer,Senior,67446,58,No,6,46
2013,USA,TCS,Mobile Developer,Senior,128037,84,No,10,48
2013,UK,Accenture,Mobile Developer,Junior,59029,58,No,6,38
2017,India,Netflix,Data Scientist,Junior,31093,77,Yes,5,48
2011,Canada,Google,Mobile Developer,Senior,80387,76,Yes,6,49
2019,India,Accenture,Mobile Developer,Mid,33763,79,Yes,9,48
2019,UK,Microsoft,Frontend Developer,Mid,106498,75,No,10,51
2015,USA,Amazon,Mobile Developer,Mid,118181,59,No,5,55
2017,USA,Wipro,Frontend Developer,Senior,108516,61,Yes,5,48
2019,India,IBM,Full Stack Developer,Senior,44488,54,Yes,6,44
2011,UK,Netflix,Data Scientist,Mid,50893,55,Yes,10,35
2019,Germany,TCS,Frontend Developer,Mid,102141,64,Yes,10,48
2017,USA,Amazon,Frontend Developer,Senior,121122,51,Yes,6,39
2013,Australia,Meta,Frontend Developer,Mid,91179,55,No,5,53
2015,Australia,Netflix,Data Scientist,Senior,89366,68,Yes,9,37
2017,Canada,Google,Mobile Developer,Junior,81733,74,Yes,6,40
2015,Canada,TCS,Data Scientist,Senior,91094,57,No,5,45
2015,Australia,Amazon,Backend Developer,Senior,83497,94,No,6,54
2019,India,Microsoft,Mobile Developer,Mid,33521,82,Yes,7,45
2015,Canada,IBM,Mobile Developer,Mid,99260,95,Yes,10,42
2013,Australia,Infosys,Frontend Developer,Junior,71752,53,Yes,9,48
2015,India,Microsoft,Mobile Developer,Mid,31217,78,Yes,7,44
2017,Canada,Infosys,Frontend Developer,Junior,75783,67,No,9,47
2015,Australia,Infosys,Data Scientist,Senior,105911,86,Yes,8,50
2013,USA,Wipro,Full Stack Developer,Junior,88571,90,Yes,7,49
2017,UK,Infosys,Mobile Developer,Junior,94269,73,No,5,46
2013,India,Google,Backend Developer,Senior,28859,62,No,5,55
2015,Germany,Infosys,Backend Developer,Junior,73404,82,No,8,50
2015,UK,Meta,Frontend Developer,Junior,74992,72,Yes,8,52
2013,UK,Wipro,Frontend Developer,Junior,55419,69,Yes,9,35
2011,Canada,Infosys,Data Scientist,Junior,79595,52,Yes,5,50
2019,Australia,Infosys,Full Stack Developer,Senior,119348,51,No,9,43
2013,Australia,Microsoft,Mobile Developer,Mid,75175,59,Yes,10,43
2013,Australia,Netflix,Data Scientist,Senior,83308,64,Yes,8,46
2015,Australia,IBM,Mobile Developer,Senior,108994,64,Yes,10,38
2017,Australia,IBM,Full Stack Developer,Junior,101168,64,Yes,5,46
2013,Canada,Microsoft,Frontend Developer,Junior,97898,65,Yes,10,36
2011,India,Netflix,Mobile Developer,Junior,9803,85,No,7,43
2015,USA,Microsoft,Backend Developer,Mid,139027,84,Yes,5,40
2015,Canada,Amazon,Full Stack Developer,Senior,77374,55,No,8,39
2013,UK,Infosys,Backend Developer,Junior,66560,68,Yes,5,39
2013,USA,Wipro,Data Scientist,Senior,83710,92,No,9,41
2011,Germany,Microsoft,Backend Developer,Senior,77951,67,Yes,10,51
2019,USA,Infosys,Data Scientist,Junior,116016,53,No,5,54
2015,Germany,Amazon,Mobile Developer,Junior,78172,79,Yes,9,42
2017,Australia,IBM,Mobile Developer,Junior,112765,77,Yes,10,52
2015,Canada,Accenture,Mobile Developer,Senior,89420,66,Yes,10,35
2011,Australia,Google,Data Scientist,Junior,68502,85,No,10,55
2015,India,TCS,Full Stack Developer,Junior,32309,92,Yes,7,37
2011,Australia,Microsoft,Mobile Developer,Junior,78245,82,No,9,53
2011,Germany,IBM,Data Scientist,Junior,68871,80,Yes,9,38
2011,Australia,Wipro,Backend Developer,Senior,91535,77,No,8,46
2011,Australia,Netflix,Backend Developer,Senior,96694,67,No,10,50
2017,India,Google,Full Stack Developer,Mid,28779,86,No,9,49
2017,Canada,Meta,Backend Developer,Mid,96547,75,No,8,48
2013,Germany,Netflix,Frontend Developer,Senior,82095,76,No,9,37
2019,Canada,Google,Mobile Developer,Junior,113167,91,Yes,8,51
2011,Germany,Wipro,Frontend Developer,Senior,91735,65,No,5,36
2017,USA,IBM,Mobile Developer,Senior,116122,65,Yes,6,37
2013,Canada,Google,Data Scientist,Senior,98520,91,Yes,10,48
2019,USA,IBM,Mobile Developer,Senior,127336,77,Yes,8,43
2015,Canada,TCS,Mobile Developer,Senior,96020,70,Yes,5,47
2015,Canada,Netflix,Mobile Developer,Junior,73483,91,Yes,6,35
2013,UK,Meta,Full Stack Developer,Senior,62108,89,Yes,9,39
2015,Germany,TCS,Full Stack Developer,Mid,73983,93,Yes,10,52
2015,India,IBM,Mobile Developer,Senior,31576,81,No,10,47
2011,USA,Netflix,Backend Developer,Mid,82857,80,No,7,43
2013,Germany,IBM,Data Scientist,Junior,77699,70,Yes,5,39
2013,Germany,Netflix,Frontend Developer,Mid,74616,66,Yes,5,41
2011,UK,Google,Full Stack Developer,Mid,72200,78,No,8,48
2015,Canada,TCS,Full Stack Developer,Junior,88920,87,Yes,5,36
2011,Germany,Wipro,Frontend Developer,Mid,82992,62,No,5,55
2011,USA,TCS,Frontend Developer,Senior,126442,54,Yes,8,37
2015,India,IBM,Full Stack Developer,Mid,18918,71,Yes,6,38
2015,UK,Microsoft,Frontend Developer,Senior,73177,77,No,10,47
2019,USA,Accenture,Full Stack Developer,Senior,97697,68,No,6,45
2015,India,TCS,Data Scientist,Senior,20878,62,No,8,42
2015,Canada,Amazon,Full Stack Developer,Junior,74219,61,Yes,9,38
2017,India,Infosys,Backend Developer,Senior,38580,79,Yes,6,52
2015,UK,Infosys,Mobile Developer,Senior,70475,66,No,10,49
2017,USA,IBM,Frontend Developer,Mid,144390,67,Yes,7,39
2011,Canada,Amazon,Mobile Developer,Junior,82349,95,Yes,7,49
2019,USA,Amazon,Mobile Developer,Mid,142230,54,Yes,5,38
2017,UK,IBM,Backend Developer,Junior,66167,52,Yes,5,36
2017,Canada,Wipro,Mobile Developer,Junior,108943,55,No,10,52
2013,UK,TCS,Mobile Developer,Mid,66075,81,No,5,52
2019,UK,Netflix,Mobile Developer,Senior,93875,70,No,6,46
2019,USA,Accenture,Data Scientist,Senior,132907,79,Yes,7,42
2011,Canada,Amazon,Data Scientist,Mid,81806,50,No,7,55
2011,Canada,Netflix,Data Scientist,Senior,65711,83,No,8,42
2019,USA,Google,Frontend Developer,Mid,94724,71,Yes,6,47
2017,Germany,Accenture,Mobile Developer,Senior,99663,83,No,7,36
2011,Germany,Wipro,Frontend Developer,Senior,83154,58,Yes,5,54
2011,Germany,Wipro,Mobile Developer,Mid,71565,74,Yes,5,35
2017,Canada,Microsoft,Mobile Developer,Junior,91458,94,Yes,5,45
2015,Germany,Amazon,Mobile Developer,Mid,75767,61,Yes,9,55
2013,India,Wipro,Data Scientist,Mid,21968,65,Yes,8,40
2011,Canada,Wipro,Backend Developer,Senior,83192,64,No,8,41
2015,Australia,TCS,Full Stack Developer,Junior,90375,61,No,6,42
2013,India,Infosys,Frontend Developer,Senior,26106,84,Yes,8,44
2013,UK,IBM,Frontend Developer,Senior,57049,72,Yes,7,38
2017,USA,Meta,Backend Developer,Mid,87062,73,No,8,49
2015,India,Netflix,Frontend Developer,Junior,26979,68,Yes,6,53
2019,Canada,Amazon,Full Stack Developer,Junior,95206,52,Yes,9,52
2011,India,Meta,Frontend Developer,Mid,17142,74,No,9,49
2011,UK,Accenture,Mobile Developer,Junior,71554,62,No,9,35
2019,UK,Netflix,Mobile Developer,Mid,103832,84,Yes,5,52
2019,India,Infosys,Mobile Developer,Mid,34968,93,No,8,41
2017,Australia,Amazon,Data Scientist,Junior,110048,61,Yes,8,41
2013,USA,Accenture,Backend Developer,Senior,118113,67,Yes,9,48
2011,Germany,Accenture,Mobile Developer,Junior,88470,73,No,8,46
2017,Canada,Infosys,Full Stack Developer,Junior,76691,92,Yes,9,52
2011,India,Meta,Mobile Developer,Junior,17111,81,No,8,52
2015,Germany,Amazon,Full Stack Developer,Senior,80288,50,Yes,7,49
2019,India,Wipro,Mobile Developer,Senior,38227,53,No,10,49
2013,Australia,TCS,Frontend Developer,Junior,76985,79,Yes,9,48
2019,India,Wipro,Frontend Developer,Senior,36211,61,Yes,9,45
2017,Germany,Google,Full Stack Developer,Mid,110611,51,Yes,9,50
2019,Canada,TCS,Data Scientist,Mid,102974,55,Yes,5,49
2015,India,Meta,Frontend Developer,Junior,34620,95,Yes,10,45
2013,Germany,Google,Frontend Developer,Junior,79396,50,No,6,53
2011,India,Amazon,Backend Developer,Junior,10317,51,No,6,41
2013,India,Wipro,Full Stack Developer,Senior,26366,88,Yes,8,37
2019,Canada,Netflix,Backend Developer,Senior,91451,67,No,7,42
2011,UK,IBM,Full Stack Developer,Junior,88455,56,No,8,54
2019,UK,Wipro,Data Scientist,Mid,95023,74,Yes,8,37
2015,USA,TCS,Data Scientist,Mid,105605,57,No,7,51
2015,India,TCS,Frontend Developer,Junior,31029,75,No,6,46
2013,India,Amazon,Frontend Developer,Mid,14978,82,No,8,39
2017,UK,IBM,Backend Developer,Mid,66218,53,No,9,53
2017,India,IBM,Data Scientist,Junior,34125,56,Yes,6,37
2015,UK,Accenture,Backend Developer,Mid,88539,78,No,5,52
2013,Canada,Infosys,Frontend Developer,Senior,92396,74,No,6,41
2019,USA,Google,Mobile Developer,Mid,114411,54,No,6,45
2019,Germany,Microsoft,Mobile Developer,Mid,94603,74,No,6,42
2011,India,Infosys,Mobile Developer,Mid,17287,62,No,9,42
2015,India,Netflix,Full Stack Developer,Mid,31008,94,No,6,46
2011,Germany,Wipro,Backend Developer,Mid,78818,80,Yes,5,51
2017,India,Infosys,Backend Developer,Senior,39054,95,No,8,53
2019,Canada,Accenture,Full Stack Developer,Mid,97453,80,No,9,47
2017,UK,TCS,Mobile Developer,Mid,81985,77,Yes,10,51
2015,UK,Google,Data Scientist,Mid,72137,93,Yes,7,42
2011,Germany,Wipro,Data Scientist,Senior,61231,92,Yes,6,40
2019,UK,Accenture,Data Scientist,Mid,89021,61,Yes,8,52
2013,India,Microsoft,Full Stack Developer,Junior,26580,95,Yes,8,48
2015,Germany,Google,Data Scientist,Junior,101592,56,No,7,52
2013,Australia,Meta,Data Scientist,Junior,73979,52,No,7,47
2019,USA,Wipro,Mobile Developer,Senior,111263,51,Yes,5,55
2019,Germany,Microsoft,Backend Developer,Mid,96728,77,No,10,38
2019,India,IBM,Backend Developer,Junior,32177,74,No,7,38
2017,India,Infosys,Mobile Developer,Senior,31898,63,Yes,8,45
2019,Australia,Wipro,Backend Developer,Mid,116158,57,Yes,7,40
2011,Canada,Accenture,Data Scientist,Junior,68233,55,No,10,50
2017,USA,TCS,Data Scientist,Mid,144283,74,No,5,42
2015,Canada,TCS,Full Stack Developer,Junior,101958,90,No,9,50
2017,USA,Amazon,Backend Developer,Junior,95745,83,No,7,43
2017,USA,IBM,Mobile Developer,Junior,125467,77,Yes,5,38
2011,Australia,Microsoft,Backend Developer,Mid,95122,91,No,5,36
2015,USA,Accenture,Frontend Developer,Senior,100955,63,No,6,53
2015,Canada,Amazon,Data Scientist,Mid,80322,54,No,7,42
2019,Australia,Microsoft,Mobile Developer,Senior,101086,59,Yes,5,47
2019,Australia,Wipro,Data Scientist,Mid,116697,58,No,8,45
2013,UK,Netflix,Frontend Developer,Junior,68130,87,No,9,36
2015,Australia,Microsoft,Mobile Developer,Mid,109277,54,Yes,8,38
2019,USA,Accenture,Data Scientist,Mid,125775,55,Yes,5,35
2019,Germany,Microsoft,Backend Developer,Mid,100652,92,No,6,40
2019,USA,Netflix,Full Stack Developer,Junior,115184,88,Yes,6,35
2015,Germany,Netflix,Mobile Developer,Junior,86597,93,Yes,5,37
2017,Australia,Amazon,Data Scientist,Junior,105054,75,Yes,5,40
2019,USA,Amazon,Frontend Developer,Junior,129120,71,No,6,52
2017,Australia,Netflix,Backend Developer,Junior,83522,89,No,10,52
2013,USA,Amazon,Data Scientist,Mid,93390,84,Yes,9,35
2011,Australia,Meta,Full Stack Developer,Mid,87471,64,Yes,9,50
2013,USA,Amazon,Backend Developer,Junior,90062,53,No,9,40
2011,Germany,Microsoft,Full Stack Developer,Junior,70910,90,No,8,52
2019,India,Meta,Data Scientist,Junior,29366,71,Yes,8,40
2017,USA,Netflix,Backend Developer,Senior,98287,64,Yes,6,54
2013,USA,Wipro,Backend Developer,Senior,100757,84,No,6,48
2017,India,Amazon,Backend Developer,Junior,26939,64,Yes,10,44
2013,Canada,IBM,Frontend Developer,Junior,73921,79,Yes,6,47
2013,Canada,Infosys,Frontend Developer,Senior,92210,70,Yes,9,53
2011,India,Microsoft,Data Scientist,Mid,12125,59,Yes,7,53
2019,India,Wipro,Data Scientist,Junior,44984,62,Yes,9,52
2011,Canada,Accenture,Backend Developer,Junior,74583,63,Yes,5,49
2013,Germany,IBM,Backend Developer,Mid,74550,79,Yes,6,55
2011,UK,Accenture,Backend Developer,Junior,73732,78,No,5,36
2011,Germany,Wipro,Frontend Developer,Junior,87220,57,Yes,8,39
2013,Germany,Netflix,Mobile Developer,Junior,92270,58,Yes,10,36
2011,USA,TCS,Frontend Developer,Senior,127371,60,Yes,9,50
2013,Australia,Microsoft,Mobile Developer,Senior,99947,51,No,7,44
2019,USA,Netflix,Frontend Developer,Mid,126263,52,Yes,5,55
2013,Canada,Meta,Frontend Developer,Junior,82662,55,No,8,41
2011,India,IBM,Backend Developer,Junior,12827,64,Yes,10,43
2019,USA,Accenture,Backend Developer,Junior,133965,65,No,8,44
2011,Germany,Infosys,Full Stack Developer,Mid,64834,75,No,5,35
2019,Canada,Google,Data Scientist,Mid,96210,58,No,10,50
2011,Canada,Amazon,Full Stack Developer,Mid,84249,62,Yes,8,47
2011,Australia,Wipro,Frontend Developer,Junior,96481,74,No,6,39
2011,Australia,Google,Frontend Developer,Junior,92809,87,Yes,5,43
2011,USA,Amazon,Frontend Developer,Senior,98448,70,No,7,47
2013,Canada,IBM,Data Scientist,Senior,80173,57,No,7,48
2013,USA,Infosys,Mobile Developer,Junior,113616,68,No,10,36
2015,Germany,Google,Frontend Developer,Junior,81992,84,Yes,10,40
2015,USA,TCS,Full Stack Developer,Senior,122034,80,No,6,50
2017,USA,IBM,Backend Developer,Junior,117144,70,Yes,7,55
2013,India,Microsoft,Full Stack Developer,Junior,17718,94,No,9,39
2011,UK,Amazon,Backend Developer,Mid,70546,90,No,10,44
2019,Australia,Wipro,Data Scientist,Mid,92496,55,Yes,6,44
2011,Canada,Netflix,Backend Developer,Mid,93512,60,No,10,51
2011,India,Netflix,Full Stack Developer,Senior,8765,52,No,5,36
2013,Canada,Wipro,Mobile Developer,Mid,68643,88,No,8,35
2019,India,Wipro,Full Stack Developer,Senior,44982,92,No,9,45
2011,Australia,Accenture,Frontend Developer,Mid,91850,63,No,5,45
2019,Germany,Netflix,Mobile Developer,Mid,94054,79,Yes,5,55
2013,UK,Amazon,Full Stack Developer,Mid,64117,59,No,7,48
2011,India,Google,Backend Developer,Mid,8014,75,No,9,52
2015,Germany,Google,Mobile Developer,Mid,85581,59,Yes,5,35
2013,India,Google,Full Stack Developer,Junior,28488,50,Yes,6,47
2019,India,Wipro,Backend Developer,Senior,29685,56,Yes,7,38
2013,Canada,Accenture,Full Stack Developer,Junior,79450,70,Yes,7,52
2013,Australia,Meta,Full Stack Developer,Senior,82409,65,Yes,5,53
2019,Canada,Infosys,Data Scientist,Junior,85548,63,Yes,5,36
2017,USA,TCS,Mobile Developer,Senior,117686,68,No,5,40
2011,USA,Amazon,Backend Developer,Senior,90132,71,No,10,55
2011,USA,Amazon,Frontend Developer,Mid,116455,82,No,10,45
2017,Germany,Infosys,Frontend Developer,Mid,80862,88,No,6,38
2019,Canada,Amazon,Full Stack Developer,Senior,93827,90,No,6,53
2017,India,Microsoft,Mobile Developer,Mid,24909,62,No,5,55
2015,UK,Wipro,Data Scientist,Junior,89809,94,Yes,8,55
2011,Germany,Google,Data Scientist,Junior,87863,80,Yes,9,49
2017,India,Google,Full Stack Developer,Senior,38659,63,No,6,36
2017,Canada,IBM,Full Stack Developer,Mid,102372,92,No,8,35
2013,Canada,Meta,Backend Developer,Junior,77085,51,No,7,40
2019,UK,Microsoft,Full Stack Developer,Mid,87683,63,Yes,6,36
2011,Canada,Wipro,Mobile Developer,Junior,89388,51,Yes,9,46
2017,Canada,Wipro,Mobile Developer,Senior,103889,82,Yes,6,40
2019,Canada,Wipro,Full Stack Developer,Senior,92003,94,No,9,40
2017,Canada,Amazon,Mobile Developer,Mid,75295,71,Yes,10,45
2013,India,Meta,Data Scientist,Junior,17548,62,No,7,55
2011,Canada,Accenture,Full Stack Developer,Senior,64913,57,Yes,5,40
2015,USA,TCS,Mobile Developer,Junior,110198,95,Yes,5,51
2011,Canada,Microsoft,Full Stack Developer,Junior,92863,60,Yes,8,39
2015,Canada,TCS,Frontend Developer,Mid,97123,76,No,9,42
2011,India,Google,Mobile Developer,Junior,12422,73,Yes,5,52
2017,Germany,IBM,Data Scientist,Junior,93273,74,Yes,5,54
2011,Germany,Accenture,Full Stack Developer,Mid,86994,70,Yes,8,50
2011,Germany,Netflix,Full Stack Developer,Senior,88892,81,No,8,44
2019,Canada,Netflix,Mobile Developer,Mid,80544,76,Yes,6,41
2019,Canada,Accenture,Data Scientist,Mid,102582,74,Yes,7,45
2019,UK,Infosys,Frontend Developer,Junior,91590,93,No,6,47
2011,India,Wipro,Full Stack Developer,Junior,15153,78,No,6,36
2019,USA,TCS,Frontend Developer,Mid,143632,70,Yes,10,52
2013,Germany,Microsoft,Data Scientist,Senior,97997,66,Yes,5,55
2011,Germany,TCS,Backend Developer,Junior,86157,54,No,6,55
2011,Australia,Microsoft,Frontend Developer,Senior,75294,50,No,8,48
2011,Canada,Meta,Frontend Developer,Junior,68437,82,No,7,51
2019,Australia,Wipro,Frontend Developer,Senior,104173,55,No,6,48
2015,Canada,IBM,Mobile Developer,Senior,73655,95,No,5,48
2015,Germany,Microsoft,Backend Developer,Junior,81740,81,No,9,44
2019,India,Netflix,Backend Developer,Mid,30508,50,Yes,6,55
2019,Australia,Google,Data Scientist,Junior,102905,50,Yes,5,43
2011,Australia,IBM,Frontend Developer,Mid,98191,79,Yes,6,44
2017,Australia,Accenture,Full Stack Developer,Junior,85663,60,No,5,51
2013,UK,IBM,Data Scientist,Junior,64975,82,No,6,40
