Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2021,Canada,IBM,Mobile Developer,Senior,107242,84,Recovery,Medium,82,6,55
2019,Canada,Wipro,Backend Developer,Junior,89997,72,Pre-Covid,Low,26,9,50
2021,Australia,Amazon,Frontend Developer,Mid,117619,93,Recovery,Medium,78,5,53
2021,Germany,Amazon,Full Stack Developer,Mid,111030,100,Recovery,Medium,79,5,49
2020,USA,Accenture,Backend Developer,Mid,109268,56,Lockdown,Medium,70,8,35
2019,USA,Wipro,Backend Developer,Mid,115951,80,Pre-Covid,Low,11,6,36
2019,UK,Amazon,Full Stack Developer,Mid,90843,60,Pre-Covid,Low,19,7,54
2020,India,Microsoft,Backend Developer,Mid,11129,40,Lockdown,High,82,5,43
2019,USA,Accenture,Backend Developer,Junior,121731,71,Pre-Covid,Low,14,8,39
2021,Canada,TCS,Frontend Developer,Senior,117146,90,Recovery,Medium,69,10,45
2021,Australia,Amazon,Data Scientist,Senior,117573,73,Recovery,Low,83,5,43
2019,Germany,Accenture,Frontend Developer,Senior,79957,68,Pre-Covid,Low,10,6,50
2020,USA,TCS,Data Scientist,Mid,110999,43,Lockdown,High,94,6,47
2019,USA,Netflix,Backend Developer,Junior,89927,90,Pre-Covid,Low,19,6,37
2019,USA,IBM,Frontend Developer,Junior,83915,82,Pre-Covid,Low,28,7,35
2019,Australia,Microsoft,Backend Developer,Senior,87543,64,Pre-Covid,Low,24,8,36
2021,Australia,IBM,Frontend Developer,Senior,116308,79,Recovery,Low,88,8,47
2021,India,Microsoft,Full Stack Developer,Junior,31928,90,Recovery,Low,88,10,39
2020,Canada,Netflix,Data Scientist,Senior,70580,53,Lockdown,High,94,7,45
2019,India,Accenture,Mobile Developer,Senior,29611,71,Pre-Covid,Low,24,10,54
2019,Australia,Meta,Full Stack Developer,Senior,102364,73,Pre-Covid,Low,18,6,40
2021,India,Infosys,Backend Developer,Senior,36972,75,Recovery,Low,62,5,54
2020,USA,Netflix,Data Scientist,Senior,94063,59,Lockdown,Medium,86,5,50
2021,Australia,Google,Mobile Developer,Senior,122215,100,Recovery,Low,72,8,50
2021,USA,Wipro,Frontend Developer,Mid,135323,100,Recovery,Medium,73,5,47
2020,USA,Accenture,Data Scientist,Mid,88548,63,Lockdown,High,73,6,45
2021,India,IBM,Data Scientist,Senior,35527,99,Recovery,Medium,80,10,55
2019,Canada,Netflix,Backend Developer,Senior,68345,72,Pre-Covid,Low,34,8,41
2021,UK,Amazon,Backend Developer,Junior,84336,89,Recovery,Medium,89,5,40
2021,Canada,Wipro,Mobile Developer,Senior,94785,84,Recovery,Medium,69,8,36
2020,Australia,Amazon,Data Scientist,Junior,74059,67,Lockdown,High,75,5,35
2019,Canada,Microsoft,Frontend Developer,Junior,79169,85,Pre-Covid,Low,29,7,41
2020,USA,Infosys,Mobile Developer,Junior,104029,53,Lockdown,High,78,6,53
2019,USA,TCS,Full Stack Developer,Junior,128255,73,Pre-Covid,Low,11,7,45
2021,India,Meta,Backend Developer,Senior,12610,87,Recovery,Low,70,9,48
2020,USA,Google,Data Scientist,Junior,74087,39,Lockdown,High,87,8,39
2020,USA,Microsoft,Full Stack Developer,Senior,89049,53,Lockdown,Medium,83,5,44
2020,Canada,Wipro,Frontend Developer,Senior,72860,60,Lockdown,High,74,8,48
2019,Canada,Amazon,Backend Developer,Senior,78616,78,Pre-Covid,Low,14,7,36
2020,UK,Meta,Mobile Developer,Senior,72925,54,Lockdown,High,94,9,55
2020,Canada,Netflix,Full Stack Developer,Junior,54466,52,Lockdown,High,76,8,40
2021,Canada,Meta,Data Scientist,Senior,95334,100,Recovery,Low,69,9,38
2019,Australia,Infosys,Mobile Developer,Senior,75609,81,Pre-Covid,Low,27,9,54
2020,Germany,Meta,Mobile Developer,Mid,79367,47,Lockdown,Medium,77,6,52
2020,Germany,Meta,Backend Developer,Senior,60300,73,Lockdown,Medium,85,9,45
2019,USA,Google,Backend Developer,Junior,98841,95,Pre-Covid,Low,35,6,50
2020,Australia,Amazon,Full Stack Developer,Senior,75435,70,Lockdown,Medium,94,10,55
2020,Australia,Meta,Mobile Developer,Senior,66163,33,Lockdown,Medium,88,9,43
2019,UK,Infosys,Backend Developer,Senior,87693,86,Pre-Covid,Low,21,9,42
2021,UK,Wipro,Backend Developer,Junior,112460,100,Recovery,Low,69,7,35
2021,Canada,IBM,Full Stack Developer,Junior,98928,100,Recovery,Low,78,5,38
2020,Australia,Accenture,Full Stack Developer,Mid,84429,41,Lockdown,High,79,10,55
2019,India,Accenture,Frontend Developer,Mid,12474,66,Pre-Covid,Low,19,10,44
2020,Australia,IBM,Frontend Developer,Junior,94268,70,Lockdown,Medium,74,10,46
2021,USA,Accenture,Frontend Developer,Senior,93404,100,Recovery,Medium,63,8,42
2020,UK,TCS,Frontend Developer,Junior,70424,64,Lockdown,High,89,8,42
2020,Australia,Wipro,Backend Developer,Junior,68611,75,Lockdown,High,92,10,45
2020,UK,Netflix,Backend Developer,Junior,78269,46,Lockdown,High,93,5,39
2020,UK,Google,Frontend Developer,Junior,58066,54,Lockdown,Medium,84,7,44
2019,Canada,Infosys,Mobile Developer,Junior,67422,94,Pre-Covid,Low,18,10,39
2021,Canada,Amazon,Backend Developer,Junior,93922,79,Recovery,Medium,83,8,35
2021,India,IBM,Backend Developer,Mid,23987,100,Recovery,Medium,88,10,36
2019,India,Google,Mobile Developer,Junior,14903,74,Pre-Covid,Low,13,5,35
2020,Germany,Accenture,Mobile Developer,Senior,87124,67,Lockdown,Medium,74,10,39
2019,Australia,Infosys,Mobile Developer,Junior,105519,85,Pre-Covid,Low,13,7,38
2020,Australia,Meta,Mobile Developer,Junior,64597,57,Lockdown,Medium,94,8,38
2020,India,Amazon,Data Scientist,Mid,12365,56,Lockdown,High,94,5,35
2021,Canada,Google,Full Stack Developer,Senior,101880,100,Recovery,Medium,90,6,35
2019,USA,Meta,Mobile Developer,Senior,124942,78,Pre-Covid,Low,34,8,40
2019,Canada,Netflix,Data Scientist,Mid,96764,90,Pre-Covid,Low,28,9,42
2020,UK,TCS,Frontend Developer,Mid,70168,74,Lockdown,High,74,5,36
2021,India,TCS,Backend Developer,Senior,35579,89,Recovery,Medium,73,10,50
2021,Australia,IBM,Mobile Developer,Senior,122280,100,Recovery,Medium,83,9,52
2020,UK,Amazon,Mobile Developer,Mid,69156,62,Lockdown,High,80,7,39
2021,India,IBM,Backend Developer,Junior,13978,100,Recovery,Medium,86,6,37
2019,Canada,Netflix,Full Stack Developer,Senior,69287,77,Pre-Covid,Low,13,7,47
2021,UK,Microsoft,Frontend Developer,Senior,101051,100,Recovery,Medium,80,8,50
2021,USA,Microsoft,Frontend Developer,Junior,150355,92,Recovery,Low,87,10,35
2019,Canada,Accenture,Frontend Developer,Junior,86886,67,Pre-Covid,Low,33,10,46
2021,USA,TCS,Frontend Developer,Junior,163349,100,Recovery,Medium,83,5,45
2020,Canada,TCS,Backend Developer,Mid,56056,39,Lockdown,High,86,10,43
2019,Germany,IBM,Backend Developer,Junior,94506,86,Pre-Covid,Low,29,8,36
2019,UK,Microsoft,Frontend Developer,Mid,76208,87,Pre-Covid,Low,29,5,52
2021,Australia,Infosys,Mobile Developer,Mid,107555,100,Recovery,Low,69,10,40
2019,India,IBM,Frontend Developer,Mid,15168,73,Pre-Covid,Low,23,9,51
2021,Germany,Infosys,Frontend Developer,Mid,93441,94,Recovery,Low,88,10,40
2020,Australia,Infosys,Full Stack Developer,Senior,79333,80,Lockdown,Medium,78,5,42
2019,USA,Amazon,Mobile Developer,Mid,122668,90,Pre-Covid,Low,29,8,35
2020,USA,Accenture,Backend Developer,Senior,122277,64,Lockdown,High,77,6,46
2021,UK,Meta,Mobile Developer,Junior,91811,86,Recovery,Medium,88,6,42
2020,Australia,Wipro,Backend Developer,Mid,66490,65,Lockdown,High,82,10,41
2019,USA,TCS,Full Stack Developer,Senior,135838,88,Pre-Covid,Low,22,10,37
2019,Germany,Netflix,Full Stack Developer,Mid,75908,80,Pre-Covid,Low,26,6,45
2021,UK,Google,Data Scientist,Senior,107017,85,Recovery,Medium,79,6,44
2021,USA,TCS,Frontend Developer,Junior,105216,85,Recovery,Low,69,9,50
2019,UK,TCS,Mobile Developer,Junior,65487,62,Pre-Covid,Low,13,9,48
2020,India,Google,Frontend Developer,Junior,16562,63,Lockdown,Medium,78,5,53
2019,Australia,Amazon,Mobile Developer,Junior,86435,83,Pre-Covid,Low,13,6,40
2021,Australia,Netflix,Backend Developer,Senior,93870,100,Recovery,Low,86,9,40
2020,UK,IBM,Full Stack Developer,Junior,51940,66,Lockdown,High,89,5,42
2019,Canada,Google,Backend Developer,Mid,98249,73,Pre-Covid,Low,24,8,50
2021,USA,TCS,Backend Developer,Senior,135494,96,Recovery,Low,60,10,51
2021,India,Microsoft,Data Scientist,Junior,17018,95,Recovery,Medium,79,8,54
2019,UK,Meta,Frontend Developer,Senior,75730,63,Pre-Covid,Low,15,10,49
2021,Canada,Wipro,Data Scientist,Senior,92908,92,Recovery,Low,71,9,38
2020,Germany,Google,Mobile Developer,Senior,73097,41,Lockdown,High,89,9,43
2020,UK,Google,Mobile Developer,Junior,63275,68,Lockdown,Medium,82,10,49
2021,UK,Infosys,Frontend Developer,Senior,83031,79,Recovery,Medium,82,7,55
2020,Canada,Amazon,Backend Developer,Senior,77021,61,Lockdown,Medium,71,8,35
2021,Canada,Amazon,Mobile Developer,Senior,85215,82,Recovery,Low,73,7,55
2020,Canada,Wipro,Backend Developer,Junior,71447,55,Lockdown,Medium,71,8,45
2019,India,Wipro,Data Scientist,Junior,27353,87,Pre-Covid,Low,18,10,52
2021,Germany,Netflix,Frontend Developer,Senior,97998,80,Recovery,Low,82,8,49
2020,Germany,Google,Mobile Developer,Senior,64058,51,Lockdown,High,77,6,54
2021,Canada,Meta,Full Stack Developer,Mid,94984,97,Recovery,Low,90,7,40
2021,Australia,Meta,Mobile Developer,Mid,111147,100,Recovery,Medium,67,8,47
2020,Germany,Infosys,Data Scientist,Junior,74601,55,Lockdown,Medium,80,5,48
2020,Germany,Meta,Full Stack Developer,Junior,86255,67,Lockdown,High,86,8,36
2019,Australia,Infosys,Frontend Developer,Mid,85732,60,Pre-Covid,Low,20,9,45
2019,Germany,Meta,Frontend Developer,Junior,68167,73,Pre-Covid,Low,24,7,35
2020,India,Netflix,Frontend Developer,Mid,16312,56,Lockdown,Medium,81,5,45
2020,Germany,TCS,Frontend Developer,Senior,76931,34,Lockdown,High,91,9,38
2021,USA,Wipro,Full Stack Developer,Mid,126814,74,Recovery,Low,78,7,55
2021,USA,Meta,Frontend Developer,Mid,127412,88,Recovery,Medium,68,9,40
2020,UK,TCS,Frontend Developer,Senior,73116,44,Lockdown,Medium,93,7,37
2021,USA,Google,Backend Developer,Mid,160276,100,Recovery,Medium,73,7,36
2019,USA,IBM,Full Stack Developer,Mid,101409,95,Pre-Covid,Low,22,9,55
2020,Germany,Meta,Frontend Developer,Mid,81074,50,Lockdown,Medium,91,6,42
2019,USA,IBM,Backend Developer,Junior,97765,80,Pre-Covid,Low,20,5,37
2020,USA,TCS,Data Scientist,Senior,99473,61,Lockdown,High,81,5,42
2020,Canada,Google,Data Scientist,Junior,65670,36,Lockdown,High,89,10,49
2019,UK,Amazon,Frontend Developer,Senior,71824,91,Pre-Covid,Low,12,10,48
2019,Germany,Infosys,Frontend Developer,Junior,71251,63,Pre-Covid,Low,34,10,49
2019,USA,Meta,Data Scientist,Senior,97793,80,Pre-Covid,Low,10,5,51
2021,USA,Netflix,Backend Developer,Senior,145007,91,Recovery,Medium,77,7,48
2019,Germany,Infosys,Full Stack Developer,Mid,95479,71,Pre-Covid,Low,23,9,42
2019,Germany,Infosys,Mobile Developer,Senior,65428,73,Pre-Covid,Low,32,7,35
2019,India,Wipro,Mobile Developer,Junior,14491,82,Pre-Covid,Low,25,8,50
2021,India,Google,Mobile Developer,Senior,14199,76,Recovery,Medium,63,7,44
2021,UK,IBM,Mobile Developer,Senior,74176,91,Recovery,Low,82,10,55
2021,Australia,Microsoft,Frontend Developer,Senior,123815,93,Recovery,Low,66,9,39
2021,Germany,Amazon,Frontend Developer,Senior,97243,91,Recovery,Low,80,7,49
2021,Canada,TCS,Mobile Developer,Junior,95359,89,Recovery,Low,61,5,38
2021,UK,Google,Frontend Developer,Junior,87056,89,Recovery,Low,87,10,37
2021,UK,Meta,Frontend Developer,Mid,66758,79,Recovery,Low,87,7,40
2020,Australia,Wipro,Data Scientist,Senior,76231,41,Lockdown,Medium,78,8,49
2020,Australia,Accenture,Frontend Developer,Mid,62425,44,Lockdown,High,88,6,41
2021,UK,Google,Backend Developer,Senior,65339,100,Recovery,Low,68,10,53
2020,USA,TCS,Frontend Developer,Mid,88758,48,Lockdown,Medium,77,9,43
2019,Australia,IBM,Data Scientist,Senior,104163,68,Pre-Covid,Low,12,8,54
2019,USA,Infosys,Backend Developer,Junior,113896,87,Pre-Covid,Low,28,10,46
2019,USA,Netflix,Mobile Developer,Mid,107597,74,Pre-Covid,Low,29,5,38
2019,Germany,Netflix,Backend Developer,Senior,68064,92,Pre-Covid,Low,28,10,41
2021,Canada,Accenture,Data Scientist,Junior,93289,85,Recovery,Medium,68,8,45
2020,Australia,TCS,Frontend Developer,Junior,79021,38,Lockdown,Medium,80,9,37
2019,Germany,Meta,Mobile Developer,Junior,86206,64,Pre-Covid,Low,18,10,43
2020,UK,Netflix,Backend Developer,Senior,50917,51,Lockdown,High,80,6,42
2019,Australia,Google,Full Stack Developer,Junior,83350,78,Pre-Covid,Low,23,8,50
2021,UK,Meta,Frontend Developer,Senior,107035,82,Recovery,Low,72,9,54
2020,UK,Infosys,Full Stack Developer,Junior,51959,78,Lockdown,Medium,70,8,46
2021,UK,Wipro,Full Stack Developer,Mid,103695,84,Recovery,Medium,79,6,35
2021,UK,Netflix,Backend Developer,Mid,76057,100,Recovery,Medium,73,5,36
2019,USA,Accenture,Full Stack Developer,Junior,125534,65,Pre-Covid,Low,18,8,44
2019,Germany,Accenture,Mobile Developer,Mid,92632,66,Pre-Covid,Low,20,9,39
2019,India,TCS,Full Stack Developer,Senior,23483,61,Pre-Covid,Low,17,8,37
2021,India,Netflix,Data Scientist,Junior,29603,84,Recovery,Medium,81,6,47
2020,USA,Infosys,Mobile Developer,Senior,86682,66,Lockdown,Medium,78,7,53
2020,Germany,Google,Frontend Developer,Senior,94179,41,Lockdown,High,78,7,39
2020,India,Wipro,Full Stack Developer,Mid,9133,66,Lockdown,High,92,8,51
2021,Germany,Infosys,Frontend Developer,Senior,101607,100,Recovery,Low,77,10,42
2020,India,Accenture,Frontend Developer,Senior,9880,54,Lockdown,Medium,80,7,37
2021,India,Infosys,Backend Developer,Junior,15278,93,Recovery,Low,69,10,46
2019,Canada,TCS,Mobile Developer,Senior,81983,73,Pre-Covid,Low,21,7,49
2021,Australia,Meta,Data Scientist,Mid,104360,100,Recovery,Medium,60,10,39
2019,USA,Amazon,Data Scientist,Senior,107584,82,Pre-Covid,Low,13,7,41
2021,Canada,Microsoft,Full Stack Developer,Senior,78750,100,Recovery,Medium,84,6,43
2019,Australia,Netflix,Backend Developer,Junior,76107,86,Pre-Covid,Low,20,9,55
2019,Australia,TCS,Data Scientist,Senior,108258,95,Pre-Covid,Low,31,5,44
2020,Australia,Amazon,Full Stack Developer,Mid,69492,47,Lockdown,High,72,7,53
2019,USA,Infosys,Backend Developer,Senior,89456,83,Pre-Covid,Low,33,7,55
2021,India,Accenture,Full Stack Developer,Senior,25851,100,Recovery,Medium,66,5,50
2020,India,Microsoft,Backend Developer,Senior,13870,45,Lockdown,High,85,8,52
2021,USA,Netflix,Data Scientist,Mid,158000,80,Recovery,Low,80,9,43
2021,Australia,IBM,Full Stack Developer,Mid,101450,100,Recovery,Low,68,7,48
2021,India,Accenture,Full Stack Developer,Mid,15601,90,Recovery,Medium,87,7,52
2019,Canada,Microsoft,Backend Developer,Senior,93454,75,Pre-Covid,Low,34,8,46
2019,USA,IBM,Backend Developer,Junior,107940,85,Pre-Covid,Low,12,9,49
2021,Germany,Netflix,Mobile Developer,Senior,99858,97,Recovery,Medium,71,9,54
2019,India,TCS,Frontend Developer,Mid,29752,80,Pre-Covid,Low,19,9,41
2019,Canada,Wipro,Frontend Developer,Senior,84958,91,Pre-Covid,Low,21,10,45
2019,Australia,TCS,Mobile Developer,Mid,88450,92,Pre-Covid,Low,22,7,44
2020,Germany,Amazon,Full Stack Developer,Senior,71486,52,Lockdown,Medium,86,5,40
2021,USA,TCS,Backend Developer,Junior,170614,96,Recovery,Medium,67,10,55
2020,Germany,Accenture,Data Scientist,Senior,80033,64,Lockdown,High,86,10,50
2019,India,Infosys,Backend Developer,Mid,13202,65,Pre-Covid,Low,21,10,41
2020,Canada,Microsoft,Full Stack Developer,Mid,64639,43,Lockdown,Medium,70,10,46
2021,Australia,Microsoft,Frontend Developer,Junior,107372,100,Recovery,Low,84,8,51
2020,UK,Accenture,Full Stack Developer,Mid,62937,61,Lockdown,High,84,6,45
2019,Germany,Accenture,Mobile Developer,Junior,79060,64,Pre-Covid,Low,16,9,55
2021,USA,Amazon,Mobile Developer,Junior,131553,90,Recovery,Low,65,8,36
2019,Australia,TCS,Data Scientist,Junior,74242,93,Pre-Covid,Low,30,6,46
2021,India,Accenture,Backend Developer,Junior,34411,89,Recovery,Medium,67,7,49
2021,UK,TCS,Data Scientist,Junior,96167,71,Recovery,Low,79,10,53
2019,Australia,Infosys,Backend Developer,Senior,104529,65,Pre-Covid,Low,34,5,52
2019,USA,Netflix,Data Scientist,Mid,98850,64,Pre-Covid,Low,34,8,50
2021,UK,Amazon,Frontend Developer,Junior,76726,88,Recovery,Medium,77,5,35
2019,USA,TCS,Data Scientist,Mid,135622,92,Pre-Covid,Low,35,5,47
2021,India,Amazon,Frontend Developer,Mid,31401,89,Recovery,Medium,69,8,39
2020,Australia,Accenture,Full Stack Developer,Junior,84622,42,Lockdown,Medium,88,10,41
2021,USA,Infosys,Full Stack Developer,Junior,124011,84,Recovery,Low,63,7,45
2021,UK,Netflix,Backend Developer,Mid,74391,100,Recovery,Low,85,9,49
2020,UK,IBM,Frontend Developer,Mid,75741,57,Lockdown,High,70,7,37
2021,Australia,Microsoft,Data Scientist,Mid,95033,100,Recovery,Medium,72,7,42
2019,USA,Google,Frontend Developer,Junior,106248,73,Pre-Covid,Low,29,5,38
2021,UK,Accenture,Data Scientist,Mid,94611,91,Recovery,Medium,75,8,52
2021,UK,Google,Data Scientist,Senior,98198,100,Recovery,Medium,69,10,47
2019,USA,Infosys,Data Scientist,Senior,129907,95,Pre-Covid,Low,15,7,35
2020,Germany,Wipro,Backend Developer,Senior,54211,63,Lockdown,Medium,88,9,51
2019,India,IBM,Mobile Developer,Mid,14587,62,Pre-Covid,Low,14,10,35
2019,Australia,Amazon,Data Scientist,Senior,76529,60,Pre-Covid,Low,35,5,37
2021,USA,Infosys,Frontend Developer,Mid,173235,77,Recovery,Medium,74,6,52
2021,Australia,Netflix,Frontend Developer,Senior,113354,85,Recovery,Medium,71,7,38
2021,Canada,Infosys,Full Stack Developer,Senior,92621,95,Recovery,Medium,77,10,36
2020,USA,TCS,Backend Developer,Senior,72051,54,Lockdown,Medium,88,6,43
2020,USA,Google,Data Scientist,Junior,112692,64,Lockdown,Medium,95,7,51
2019,Canada,Netflix,Data Scientist,Mid,84078,87,Pre-Covid,Low,11,5,40
2020,India,Infosys,Backend Developer,Junior,24476,66,Lockdown,High,82,8,41
2021,Germany,TCS,Frontend Developer,Senior,93175,86,Recovery,Medium,65,9,49
2019,USA,Meta,Frontend Developer,Mid,104773,66,Pre-Covid,Low,33,5,42
2021,Australia,TCS,Mobile Developer,Junior,128767,91,Recovery,Medium,63,8,50
2019,Canada,Microsoft,Frontend Developer,Senior,94831,77,Pre-Covid,Low,16,5,36
2021,Australia,IBM,Frontend Developer,Mid,114828,100,Recovery,Low,88,6,35
2019,UK,Wipro,Frontend Developer,Senior,69056,79,Pre-Covid,Low,34,9,36
2020,Germany,Meta,Data Scientist,Junior,79704,41,Lockdown,Medium,71,10,48
2020,Canada,Infosys,Backend Developer,Mid,72698,41,Lockdown,Medium,81,10,52
2020,UK,TCS,Mobile Developer,Senior,67365,33,Lockdown,High,71,9,50
2021,India,Google,Full Stack Developer,Junior,26085,79,Recovery,Low,82,8,36
2019,India,Microsoft,Mobile Developer,Mid,26650,63,Pre-Covid,Low,25,6,42
2019,UK,Meta,Frontend Developer,Mid,89038,90,Pre-Covid,Low,22,5,53
2019,USA,Accenture,Frontend Developer,Senior,83350,83,Pre-Covid,Low,21,10,41
2021,USA,IBM,Backend Developer,Mid,144542,79,Recovery,Low,86,10,48
2020,UK,Infosys,Mobile Developer,Mid,85366,61,Lockdown,High,92,9,46
2019,UK,Microsoft,Backend Developer,Senior,94035,88,Pre-Covid,Low,17,8,43
2019,India,Netflix,Frontend Developer,Junior,11827,74,Pre-Covid,Low,23,6,42
2019,Australia,Wipro,Full Stack Developer,Mid,80574,95,Pre-Covid,Low,12,10,46
2021,Germany,Accenture,Full Stack Developer,Mid,89389,91,Recovery,Medium,71,6,36
2020,Australia,Microsoft,Mobile Developer,Senior,81319,66,Lockdown,High,73,10,42
2020,Germany,IBM,Mobile Developer,Senior,58314,59,Lockdown,Medium,88,5,52
2020,Germany,IBM,Backend Developer,Junior,58193,65,Lockdown,Medium,76,7,36
2021,Canada,Wipro,Backend Developer,Senior,117694,77,Recovery,Low,72,7,40
2020,Germany,Wipro,Full Stack Developer,Senior,68890,73,Lockdown,Medium,71,5,36
2019,Australia,Accenture,Mobile Developer,Senior,102041,63,Pre-Covid,Low,18,8,49
2021,Canada,Microsoft,Full Stack Developer,Mid,88387,100,Recovery,Medium,64,6,43
2019,Canada,Infosys,Frontend Developer,Mid,72732,83,Pre-Covid,Low,21,9,54
2019,Canada,Accenture,Mobile Developer,Junior,78528,66,Pre-Covid,Low,35,5,41
2020,Canada,Accenture,Mobile Developer,Junior,70417,38,Lockdown,High,81,9,36
2019,India,Google,Mobile Developer,Junior,26974,82,Pre-Covid,Low,13,6,41
2021,Australia,Netflix,Data Scientist,Mid,119509,79,Recovery,Medium,69,10,41
2021,Canada,Wipro,Full Stack Developer,Senior,84883,100,Recovery,Low,72,5,55
2020,USA,TCS,Full Stack Developer,Junior,89213,52,Lockdown,High,85,9,53
2019,India,Meta,Data Scientist,Junior,29371,77,Pre-Covid,Low,29,9,45
2020,Germany,TCS,Mobile Developer,Mid,78831,65,Lockdown,High,95,9,48
2020,Canada,Wipro,Full Stack Developer,Mid,69770,49,Lockdown,Medium,85,6,37
2021,UK,Google,Frontend Developer,Senior,104399,79,Recovery,Medium,90,9,50
2019,Australia,Amazon,Frontend Developer,Senior,104132,79,Pre-Covid,Low,15,10,41
2019,UK,TCS,Data Scientist,Senior,87639,67,Pre-Covid,Low,20,9,41
2019,India,Meta,Full Stack Developer,Junior,28691,80,Pre-Covid,Low,29,8,55
2019,Australia,Wipro,Full Stack Developer,Senior,81093,80,Pre-Covid,Low,28,9,51
2019,USA,IBM,Full Stack Developer,Senior,114958,73,Pre-Covid,Low,33,6,55
2020,UK,Microsoft,Mobile Developer,Senior,65839,60,Lockdown,High,70,7,42
2019,Canada,Amazon,Data Scientist,Mid,95851,93,Pre-Covid,Low,31,8,55
2019,UK,IBM,Mobile Developer,Mid,83391,91,Pre-Covid,Low,12,6,41
2020,USA,Google,Backend Developer,Junior,89890,61,Lockdown,Medium,70,8,39
2021,India,Infosys,Frontend Developer,Mid,27583,76,Recovery,Low,66,9,51
2020,Germany,Netflix,Frontend Developer,Junior,68103,45,Lockdown,High,73,8,50
2020,USA,Microsoft,Data Scientist,Mid,74012,67,Lockdown,High,81,9,38
2021,UK,IBM,Full Stack Developer,Mid,79507,82,Recovery,Medium,79,10,44
2021,India,Meta,Mobile Developer,Junior,17900,98,Recovery,Low,81,8,49
2021,Australia,Wipro,Frontend Developer,Mid,120161,100,Recovery,Low,87,5,39
2020,Australia,Meta,Full Stack Developer,Senior,69028,41,Lockdown,High,79,9,42
2020,UK,Meta,Backend Developer,Senior,48360,62,Lockdown,High,87,9,51
2021,Canada,Google,Mobile Developer,Senior,95516,92,Recovery,Low,67,9,52
2020,India,Netflix,Frontend Developer,Mid,8841,55,Lockdown,Medium,81,5,49
2020,USA,Google,Backend Developer,Junior,64004,49,Lockdown,Medium,93,9,41
2021,USA,Meta,Full Stack Developer,Junior,125131,100,Recovery,Medium,64,5,50
2020,Germany,Netflix,Full Stack Developer,Senior,88218,41,Lockdown,Medium,95,7,52
2021,USA,Netflix,Full Stack Developer,Junior,153553,96,Recovery,Low,84,7,55
2020,India,Infosys,Data Scientist,Junior,23287,70,Lockdown,Medium,79,9,41
2020,India,TCS,Backend Developer,Mid,19132,45,Lockdown,Medium,72,8,53
2019,Australia,Infosys,Data Scientist,Senior,75156,84,Pre-Covid,Low,26,5,42
2019,Germany,IBM,Data Scientist,Senior,89116,78,Pre-Covid,Low,33,5,50
2019,UK,Amazon,Frontend Developer,Senior,70727,95,Pre-Covid,Low,32,7,50
2020,Australia,TCS,Backend Developer,Senior,67112,53,Lockdown,High,85,5,38
2021,Canada,Google,Full Stack Developer,Senior,101374,95,Recovery,Low,86,9,42
2021,Australia,IBM,Mobile Developer,Mid,127352,100,Recovery,Low,73,9,54
2019,Canada,Amazon,Backend Developer,Mid,97381,91,Pre-Covid,Low,13,10,45
2019,India,Microsoft,Data Scientist,Mid,16816,84,Pre-Covid,Low,34,7,44
2021,USA,Wipro,Frontend Developer,Senior,101362,100,Recovery,Low,68,7,51
2021,Australia,Infosys,Frontend Developer,Mid,117123,85,Recovery,Medium,79,8,45
2021,Australia,Wipro,Data Scientist,Mid,89208,98,Recovery,Low,61,5,48
2019,UK,Accenture,Data Scientist,Senior,57112,67,Pre-Covid,Low,23,9,41
2019,Australia,Amazon,Backend Developer,Junior,91037,87,Pre-Covid,Low,16,8,37
2019,UK,Wipro,Data Scientist,Mid,83310,72,Pre-Covid,Low,34,5,44
2019,Germany,Microsoft,Mobile Developer,Senior,74607,73,Pre-Covid,Low,34,10,38
2019,UK,Netflix,Frontend Developer,Senior,88607,78,Pre-Covid,Low,17,7,55
2019,UK,IBM,Data Scientist,Mid,83712,76,Pre-Covid,Low,21,10,55
2020,India,Netflix,Mobile Developer,Junior,19873,37,Lockdown,High,70,7,50
2020,Canada,Netflix,Frontend Developer,Mid,71786,47,Lockdown,High,87,6,39
2020,Australia,Wipro,Frontend Developer,Mid,92599,49,Lockdown,Medium,72,8,51
2020,India,Google,Backend Developer,Junior,15503,65,Lockdown,High,82,10,47
2020,USA,IBM,Mobile Developer,Mid,89469,53,Lockdown,High,92,8,47
2019,Canada,TCS,Frontend Developer,Junior,96701,83,Pre-Covid,Low,35,6,46
2019,UK,Wipro,Frontend Developer,Mid,67932,75,Pre-Covid,Low,31,5,37
2021,India,Amazon,Data Scientist,Junior,17938,83,Recovery,Low,86,7,55
2021,Australia,TCS,Data Scientist,Senior,80677,98,Recovery,Medium,72,8,48
2020,USA,Meta,Mobile Developer,Junior,87836,58,Lockdown,Medium,95,8,35
2019,USA,TCS,Data Scientist,Mid,84089,71,Pre-Covid,Low,15,7,53
2021,Germany,Google,Frontend Developer,Senior,120842,77,Recovery,Low,89,10,36
2021,USA,Accenture,Frontend Developer,Junior,100394,95,Recovery,Low,69,8,52
2020,UK,Amazon,Data Scientist,Mid,50585,46,Lockdown,High,73,10,35
2020,India,Microsoft,Data Scientist,Junior,11783,68,Lockdown,High,92,8,47
2021,UK,Microsoft,Frontend Developer,Senior,97746,73,Recovery,Medium,75,6,54
